rownames;wage;lwage;sex;shs;hsg;scl;clg;ad;mw;so;we;ne;exp1;exp2;exp3;exp4;occ;occ2;ind;ind2
17834;34.61538462;3.544298225;0;0;0;0;1;0;0;1;0;0;8;0.64;0.512;0.4096;565;2;6970;12
17838;48.07692308;3.872802292;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;4920;16;7070;13
17839;28.84615385;3.361976669;1;0;0;0;0;1;0;1;0;0;20;4;8;16;136;1;8590;19
17845;15;2.708050201;1;0;0;1;0;0;0;1;0;0;3.5;0.1225;0.042875;0.01500625;910;2;6870;12
17847;22.30769231;3.104931566;0;0;0;0;1;0;0;1;0;0;13;1.69;2.197;2.8561;2825;9;8560;19
17875;16.82692308;2.822980168;1;0;0;1;0;0;0;1;0;0;32.5;10.5625;34.328125;111.5664063;3945;12;9590;22
17878;13.94230769;2.634927936;0;0;0;1;0;0;0;1;0;0;3.5;0.1225;0.042875;0.01500625;6230;19;5380;9
17879;21.33333333;3.060270795;0;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;4700;16;5275;9
17901;7.211538462;1.975682307;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;1.00E+05;21;5070;9
17904;28.84615385;3.361976669;1;0;0;0;1;0;0;1;0;0;28;7.84;21.952;61.4656;420;1;9170;21
17914;14.0224359;2.640658611;0;0;0;1;0;0;0;1;0;0;5;0.25;0.125;0.0625;4700;16;5590;9
17917;12.5;2.525728644;1;0;1;0;0;0;0;1;0;0;11;1.21;1.331;1.4641;5700;17;9470;22
17922;36.05769231;3.58512022;1;0;0;0;1;0;0;1;0;0;8;0.64;0.512;0.4096;50;1;4980;9
17923;31.25;3.442019376;1;0;0;1;0;0;0;1;0;0;8.5;0.7225;0.614125;0.52200625;1050;3;8190;18
17924;19.71153846;2.981204173;0;0;0;1;0;0;0;1;0;0;11;1.21;1.331;1.4641;3255;10;8270;18
17950;12.01923077;2.486507931;0;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;7750;21;3490;6
17957;26.44230769;3.274965292;0;0;0;0;0;1;0;1;0;0;2;0.04;0.008;0.0016;800;2;2180;5
17958;16.15384615;2.782158173;0;0;0;1;0;0;0;1;0;0;17.5;3.0625;5.359375;9.37890625;3740;12;9470;22
17959;25;3.218875825;1;0;0;1;0;0;0;1;0;0;16.5;2.7225;4.492125;7.41200625;4700;16;4990;9
17995;16.4;2.797281335;0;0;1;0;0;0;0;1;0;0;13;1.69;2.197;2.8561;7315;20;770;4
17996;10.12145749;2.314657674;1;0;0;1;0;0;0;1;0;0;3;0.09;0.027;0.0081;3648;11;7480;14
17997;13;2.564949357;0;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;6440;19;770;4
17998;11;2.397895273;0;0;0;1;0;0;0;1;0;0;6;0.36;0.216;0.1296;4760;16;5580;9
18001;29.38034188;3.380325807;0;0;1;0;0;0;0;1;0;0;44;19.36;85.184;374.8096;420;1;8370;18
18039;12.01923077;2.486507931;0;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;5350;17;1390;5
18044;27.77777778;3.324236341;0;0;0;0;0;1;0;1;0;0;18;3.24;5.832;10.4976;7700;21;2190;5
18049;12.5;2.525728644;1;0;0;1;0;0;0;1;0;0;7.5;0.5625;0.421875;0.31640625;4040;13;8690;20
18055;16.80672269;2.821778966;0;0;0;1;0;0;0;1;0;0;9;0.81;0.729;0.6561;9130;22;6470;11
18057;23.07692308;3.138833117;0;0;0;1;0;0;0;1;0;0;13.5;1.8225;2.460375;3.32150625;220;1;9170;21
18066;22.59615385;3.117779708;0;0;0;1;0;0;0;1;0;0;5.5;0.3025;0.166375;0.09150625;6200;19;770;4
18080;72.11538462;4.2782674;0;0;0;0;1;0;0;1;0;0;36;12.96;46.656;167.9616;10;1;3895;6
18104;19.71153846;2.981204173;1;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;2310;8;7860;17
18125;12.94378698;2.560615903;1;0;0;1;0;0;0;1;0;0;17.5;3.0625;5.359375;9.37890625;3510;10;8190;18
18141;32.05128205;3.467337184;0;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;1530;4;2190;5
18144;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;2310;8;7860;17
18158;15.81196581;2.760766983;1;0;0;1;0;0;0;1;0;0;10.5;1.1025;1.157625;1.21550625;5700;17;7390;14
18164;27.40384615;3.310683374;0;0;0;0;1;0;0;1;0;0;16;2.56;4.096;6.5536;5240;17;6670;11
18183;17.30769231;2.851151045;1;0;0;1;0;0;0;1;0;0;4;0.16;0.064;0.0256;3649;11;8190;18
18187;26.44230769;3.274965292;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;540;2;6990;12
18230;10.28571429;2.33075597;0;0;1;0;0;0;0;1;0;0;9;0.81;0.729;0.6561;4110;13;8680;20
18232;16.45714286;2.800759599;1;0;0;0;0;1;0;1;0;0;1;0.01;0.001;0.0001;4110;13;8680;20
18257;11.53846154;2.445685937;0;0;1;0;0;0;0;1;0;0;37;13.69;50.653;187.4161;9620;22;1480;5
18273;14.42307692;2.668829488;0;1;0;0;0;0;0;1;0;0;16;2.56;4.096;6.5536;6230;19;770;4
18298;20;2.995732274;1;0;0;0;0;1;0;1;0;0;22;4.84;10.648;23.4256;1105;3;7380;14
18320;15.38461538;2.733368009;0;0;1;0;0;0;0;1;0;0;7;0.49;0.343;0.2401;9720;22;6170;10
18322;17.97658863;2.88907028;1;0;1;0;0;0;0;1;0;0;10;1;1;1;8740;21;3570;6
18323;14.21404682;2.654230689;0;0;1;0;0;0;0;1;0;0;10;1;1;1;8220;21;3570;6
18332;26.92307692;3.292983797;1;0;0;0;0;1;0;1;0;0;8;0.64;0.512;0.4096;1220;3;9380;22
18335;16.82692308;2.822980168;1;0;0;1;0;0;0;1;0;0;29;8.41;24.389;70.7281;3500;10;8270;18
18336;21.63461538;3.074294596;0;0;1;0;0;0;0;1;0;0;30;9;27;81;9130;22;4690;9
18342;57.69230769;4.055123849;0;0;0;0;1;0;0;1;0;0;10;1;1;1;1530;4;3895;6
18375;5.555555556;1.714798428;1;0;1;0;0;0;0;1;0;0;9;0.81;0.729;0.6561;310;1;8680;20
18378;16.82692308;2.822980168;0;0;0;0;0;1;0;1;0;0;32;10.24;32.768;104.8576;230;1;7870;17
18382;29.80769231;3.394766491;1;0;0;0;0;1;0;1;0;0;22;4.84;10.648;23.4256;430;1;670;3
18401;38.22115385;3.643389128;0;0;0;0;1;0;0;1;0;0;10;1;1;1;120;1;6870;12
18403;14.42307692;2.668829488;0;0;0;1;0;0;0;1;0;0;9.5;0.9025;0.857375;0.81450625;140;1;1070;5
18411;20.08547009;2.999996672;1;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;2630;9;3980;6
18414;12.88461538;2.556033994;1;0;0;1;0;0;0;1;0;0;19;3.61;6.859;13.0321;5120;17;8590;19
18420;16;2.772588722;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4040;13;8660;20
18421;12.01923077;2.486507931;1;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;2145;7;7270;14
18424;27.01923077;3.296548863;0;0;0;1;0;0;0;1;0;0;33;10.89;35.937;118.5921;230;1;7870;17
18429;14.42307692;2.668829488;1;0;1;0;0;0;0;1;0;0;30;9;27;81;4700;16;4970;9
18433;10.8974359;2.388527523;1;0;0;1;0;0;0;1;0;0;13;1.69;2.197;2.8561;410;1;4690;9
18443;15.38461538;2.733368009;0;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;7750;21;3180;6
18460;17.30769231;2.851151045;1;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;4700;16;5070;9
18469;24.51923077;3.199457739;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;630;2;7580;16
18470;16.82692308;2.822980168;1;0;0;0;0;1;0;1;0;0;0;0;0;0;4850;16;1590;5
18478;26.92307692;3.292983797;0;0;0;1;0;0;0;1;0;0;8.5;0.7225;0.614125;0.52200625;140;1;2780;6
18479;17.09401709;2.838728525;0;0;1;0;0;0;0;1;0;0;25;6.25;15.625;39.0625;1.00E+05;21;3960;6
18503;12.01923077;2.486507931;1;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;4110;13;8680;20
18512;12.5;2.525728644;0;0;1;0;0;0;0;1;0;0;30;9;27;81;6355;19;770;4
18519;10;2.302585093;0;1;0;0;0;0;0;1;0;0;13;1.69;2.197;2.8561;4020;13;8680;20
18521;8.547008547;2.145581344;1;0;0;1;0;0;0;1;0;0;30;9;27;81;5300;17;8660;20
18527;25.52884615;3.239809035;1;0;0;0;1;0;0;1;0;0;17;2.89;4.913;8.3521;740;2;7890;17
18528;9.615384615;2.26336438;0;0;1;0;0;0;0;1;0;0;9;0.81;0.729;0.6561;6355;19;770;4
18548;29.09919028;3.370710348;0;0;0;0;0;1;0;1;0;0;29;8.41;24.389;70.7281;2200;8;7870;17
18554;9.855769231;2.288056992;1;0;0;0;1;0;0;1;0;0;16;2.56;4.096;6.5536;4760;16;4770;9
18558;13.94230769;2.634927936;0;0;1;0;0;0;0;1;0;0;19;3.61;6.859;13.0321;4210;14;7770;16
18564;55.66801619;4.019405766;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;8740;21;7290;14
18565;10.76183432;2.376006016;1;0;0;0;1;0;0;1;0;0;19;3.61;6.859;13.0321;4760;16;5080;9
18589;34.72222222;3.547379892;0;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;3255;10;8190;18
18598;31.73076923;3.457286848;1;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;630;2;770;4
18604;20;2.995732274;0;0;0;1;0;0;0;1;0;0;8.5;0.7225;0.614125;0.52200625;7750;21;2380;5
18605;17.85714286;2.882403588;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;1.00E+05;20;7680;16
18617;14.5;2.674148649;0;0;0;1;0;0;0;1;0;0;15.5;2.4025;3.723875;5.77200625;4250;14;7770;16
18618;25.64102564;3.244193633;1;0;0;0;1;0;0;1;0;0;11;1.21;1.331;1.4641;40;1;7470;14
18624;11.83431953;2.471003745;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;7810;21;1180;5
18639;16.82692308;2.822980168;0;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;7010;20;8790;21
18654;21.79487179;3.081674703;1;0;0;1;0;0;0;1;0;0;25.5;6.5025;16.581375;42.28250625;350;1;8190;18
18673;11.05769231;2.403126322;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;4030;13;8680;20
18674;12.70604396;2.542077782;1;0;0;1;0;0;0;1;0;0;24.5;6.0025;14.706125;36.03000625;5000;17;8270;18
18680;13.46153846;2.599836616;0;1;0;0;0;0;0;1;0;0;10;1;1;1;6420;19;770;4
18683;11.24260355;2.41971045;0;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;3500;10;8090;18
18693;19.23076923;2.95651156;1;0;0;1;0;0;0;1;0;0;4;0.16;0.064;0.0256;7200;20;4670;9
18694;15.81196581;2.760766983;0;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;7200;20;4670;9
18700;12;2.48490665;1;0;1;0;0;0;0;1;0;0;10;1;1;1;4720;16;5380;9
18701;12.98076923;2.563468972;1;0;0;1;0;0;0;1;0;0;12;1.44;1.728;2.0736;2310;8;7860;17
18703;20.19230769;3.005301725;0;0;0;1;0;0;0;1;0;0;22.5;5.0625;11.390625;25.62890625;4000;13;8680;20
18711;34.18803419;3.531875705;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;840;2;6570;11
18719;28.84615385;3.361976669;0;0;0;1;0;0;0;1;0;0;4;0.16;0.064;0.0256;4250;14;8590;19
18732;16.82692308;2.822980168;1;0;0;1;0;0;0;1;0;0;22.5;5.0625;11.390625;25.62890625;1550;4;570;3
18735;12.01923077;2.486507931;1;0;0;1;0;0;0;1;0;0;15.5;2.4025;3.723875;5.77200625;4350;15;9090;21
18748;16.10576923;2.779177545;0;0;0;1;0;0;0;1;0;0;11.5;1.3225;1.520875;1.74900625;7950;21;2670;6
18753;38.46153846;3.649658741;0;0;0;1;0;0;0;1;0;0;3.5;0.1225;0.042875;0.01500625;7200;20;8770;21
18761;21.97802198;3.090042953;0;0;0;1;0;0;0;1;0;0;11.5;1.3225;1.520875;1.74900625;2630;9;5170;9
18765;24.72527473;3.207825989;0;0;1;0;0;0;0;1;0;0;17;2.89;4.913;8.3521;7360;20;770;4
18766;47.00854701;3.850329436;1;1;0;0;0;0;0;1;0;0;23;5.29;12.167;27.9841;1320;4;3580;6
18767;38.46153846;3.649658741;0;0;0;0;1;0;0;1;0;0;18;3.24;5.832;10.4976;4760;16;4870;9
18797;5.982905983;1.7889064;0;0;0;1;0;0;0;1;0;0;14;1.96;2.744;3.8416;3740;12;9470;22
18798;4.807692308;1.570217199;1;0;0;1;0;0;0;1;0;0;12;1.44;1.728;2.0736;3400;10;8180;18
18811;19.23076923;2.95651156;0;0;1;0;0;0;0;1;0;0;30;9;27;81;5600;17;1570;5
18822;13.88888889;2.63108916;1;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;8740;21;7290;14
18844;11.24260355;2.41971045;0;0;0;0;1;0;0;1;0;0;10;1;1;1;3500;10;8090;18
18846;9.615384615;2.26336438;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;8140;21;3570;6
18856;11.53846154;2.445685937;0;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;140;1;3570;6
18858;9.615384615;2.26336438;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;6230;19;770;4
18870;15.93406593;2.768459329;1;1;0;0;0;0;0;1;0;0;12;1.44;1.728;2.0736;4710;16;1.00E+05;13
18884;15.68047337;2.752416204;0;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;9000;22;7790;16
18885;19.23076923;2.95651156;1;0;0;0;0;1;0;1;0;0;4;0.16;0.064;0.0256;2310;8;7860;17
18890;12.98076923;2.563468972;0;0;1;0;0;0;0;1;0;0;24;5.76;13.824;33.1776;7750;21;2370;5
18893;9.615384615;2.26336438;0;0;1;0;0;0;0;1;0;0;7;0.49;0.343;0.2401;3600;11;8170;18
18894;14.74358974;2.690808395;1;0;1;0;0;0;0;1;0;0;10;1;1;1;5240;17;4970;9
18895;9.615384615;2.26336438;0;0;1;0;0;0;0;1;0;0;10;1;1;1;9640;22;4970;9
18912;9.951923077;2.297765807;0;0;0;1;0;0;0;1;0;0;10.5;1.1025;1.157625;1.21550625;8965;21;3895;6
18914;21.63461538;3.074294596;1;0;0;0;0;1;0;1;0;0;4;0.16;0.064;0.0256;3420;10;7480;14
18929;21.79487179;3.081674703;1;0;0;1;0;0;0;1;0;0;15;2.25;3.375;5.0625;3220;10;8190;18
18932;25;3.218875825;0;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;6520;19;3080;6
18960;33.65384615;3.516127348;0;0;1;0;0;0;0;1;0;0;38;14.44;54.872;208.5136;9130;22;6170;10
18968;7.451923077;2.00847213;1;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;2910;9;7490;14
18969;10.96153846;2.394392642;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;4740;16;7080;13
18978;26.44230769;3.274965292;1;0;0;0;1;0;0;1;0;0;15;2.25;3.375;5.0625;630;2;7070;13
18979;9.615384615;2.26336438;1;0;0;1;0;0;0;1;0;0;39;15.21;59.319;231.3441;4720;16;4970;9
18980;11.53846154;2.445685937;1;0;0;1;0;0;0;1;0;0;39.5;15.6025;61.629875;243.4380063;4010;13;7860;17
18984;36.05769231;3.58512022;0;0;0;0;1;0;0;1;0;0;21;4.41;9.261;19.4481;20;1;6170;10
18993;24.23076923;3.187623281;1;0;1;0;0;0;0;1;0;0;28;7.84;21.952;61.4656;4700;16;5480;9
18994;14.42307692;2.668829488;0;0;0;1;0;0;0;1;0;0;5;0.25;0.125;0.0625;2015;6;9470;22
19009;17.62820513;2.869500183;1;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;2330;8;7860;17
19010;12.98076923;2.563468972;1;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;4700;16;5380;9
19028;38;3.63758616;1;0;0;0;0;1;0;1;0;0;19;3.61;6.859;13.0321;430;1;8790;21
19029;14.42307692;2.668829488;0;0;0;1;0;0;0;1;0;0;8.5;0.7225;0.614125;0.52200625;20;1;8660;20
19037;9.615384615;2.26336438;0;0;0;1;0;0;0;1;0;0;5;0.25;0.125;0.0625;4010;13;8680;20
19038;16.02564103;2.774190004;0;0;1;0;0;0;0;1;0;0;7;0.49;0.343;0.2401;4240;14;7690;16
19040;120.1923077;4.789093024;1;0;0;0;0;1;0;1;0;0;17;2.89;4.913;8.3521;3060;10;8180;18
19044;19.47115385;2.96893408;0;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;800;2;7280;14
19047;25.48076923;3.23792402;1;0;0;0;1;0;0;1;0;0;35;12.25;42.875;150.0625;4620;15;8590;19
19048;45.72649573;3.822677905;0;0;0;0;0;1;0;1;0;0;18;3.24;5.832;10.4976;430;1;7470;14
19056;19.55555556;2.973259418;1;0;1;0;0;0;0;1;0;0;19;3.61;6.859;13.0321;800;2;6390;10
19058;38.46153846;3.649658741;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4840;16;770;4
19075;13.46153846;2.599836616;0;0;0;0;0;1;0;1;0;0;27;7.29;19.683;53.1441;5700;17;9160;21
19076;65.38461538;4.180286992;0;0;0;0;0;1;0;1;0;0;26;6.76;17.576;45.6976;630;2;9160;21
19077;9.615384615;2.26336438;0;0;0;0;0;1;0;1;0;0;20;4;8;16;420;1;9160;21
19078;21.15384615;3.05182174;0;0;0;0;0;1;0;1;0;0;11;1.21;1.331;1.4641;2050;6;9160;21
19084;8.461538462;2.135531008;0;0;1;0;0;0;0;1;0;0;8;0.64;0.512;0.4096;6260;19;770;4
19089;38.84615385;3.659609072;1;0;0;0;1;0;0;1;0;0;18;3.24;5.832;10.4976;4800;16;7470;14
19090;19.23076923;2.95651156;0;0;0;0;1;0;0;1;0;0;13;1.69;2.197;2.8561;5240;17;6880;12
19091;23.84615385;3.17162294;1;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;5700;17;6170;10
19092;28.84615385;3.361976669;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;120;1;7470;14
19094;32.5443787;3.482604656;0;0;0;0;0;1;0;1;0;0;2;0.04;0.008;0.0016;430;1;7380;14
19095;13.46153846;2.599836616;0;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;430;1;7380;14
19109;34.61538462;3.544298225;1;0;0;0;0;1;0;1;0;0;21;4.41;9.261;19.4481;3255;10;7870;17
19115;47.45098039;3.859697186;0;0;0;0;1;0;0;1;0;0;27;7.29;19.683;53.1441;1010;3;7380;14
19116;19.23076923;2.95651156;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;5000;17;7980;18
19120;31.25;3.442019376;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4810;16;6990;12
19121;57.69230769;4.055123849;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3060;10;8190;18
19122;40.86538462;3.710283363;0;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;850;2;6970;12
19130;13.22115385;2.581818111;0;0;0;1;0;0;0;1;0;0;3.5;0.1225;0.042875;0.01500625;5860;17;8190;18
19131;47.11538462;3.852599585;0;0;0;0;0;1;0;1;0;0;6;0.36;0.216;0.1296;230;1;7870;17
19132;86.53846154;4.460588957;0;0;0;0;0;1;0;1;0;0;12;1.44;1.728;2.0736;50;1;8560;19
19135;36.05769231;3.58512022;0;0;0;0;0;1;0;1;0;0;21;4.41;9.261;19.4481;1300;4;7290;14
19151;24.03846154;3.179655112;1;0;0;0;1;0;0;1;0;0;14;1.96;2.744;3.8416;5860;17;8190;18
19152;46.53846154;3.840279101;1;0;1;0;0;0;0;1;0;0;26;6.76;17.576;45.6976;50;1;7380;14
19156;26.92307692;3.292983797;1;0;0;0;0;1;0;1;0;0;12;1.44;1.728;2.0736;3245;10;8090;18
19158;16.82692308;2.822980168;0;0;0;1;0;0;0;1;0;0;30.5;9.3025;28.372625;86.53650625;940;2;6890;12
19168;26.44230769;3.274965292;0;0;0;1;0;0;0;1;0;0;23.5;5.5225;12.977875;30.49800625;7020;20;6680;11
19173;31.62393162;3.453914164;0;0;0;0;1;0;0;1;0;0;8;0.64;0.512;0.4096;1006;3;7380;14
19181;23.07692308;3.138833117;0;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;136;1;4670;9
19184;26.92307692;3.292983797;0;0;1;0;0;0;0;1;0;0;40;16;64;256;9130;22;6170;10
19192;11.53846154;2.445685937;1;1;0;0;0;0;0;1;0;0;38;14.44;54.872;208.5136;4350;15;9090;21
19193;17.58241758;2.866899402;0;0;1;0;0;0;0;1;0;0;16;2.56;4.096;6.5536;310;1;8680;20
19195;20.87912088;3.038749659;1;0;0;1;0;0;0;1;0;0;4.5;0.2025;0.091125;0.04100625;4020;13;8680;20
19200;14.28571429;2.659260037;0;0;1;0;0;0;0;1;0;0;7;0.49;0.343;0.2401;4020;13;8680;20
19201;25;3.218875825;0;0;1;0;0;0;0;1;0;0;37;13.69;50.653;187.4161;9130;22;6170;10
19208;8.461538462;2.135531008;0;0;1;0;0;0;0;1;0;0;12;1.44;1.728;2.0736;6260;19;770;4
19216;17.5;2.862200881;0;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;6440;19;770;4
19219;8.741258741;2.1680542;0;0;1;0;0;0;0;1;0;0;26;6.76;17.576;45.6976;4760;16;4670;9
19220;8.173076923;2.10084545;0;0;0;0;1;0;0;1;0;0;37;13.69;50.653;187.4161;3930;12;7680;16
19223;13.46153846;2.599836616;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;6260;19;770;4
19255;27.24358974;3.304818255;1;0;0;1;0;0;0;1;0;0;12.5;1.5625;1.953125;2.44140625;3740;12;9470;22
19256;21.23397436;3.055602463;1;0;0;1;0;0;0;1;0;0;22.5;5.0625;11.390625;25.62890625;3400;10;8180;18
19262;7.785384615;2.052248209;1;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;5400;17;7280;14
19263;16.82692308;2.822980168;0;1;0;0;0;0;0;1;0;0;17;2.89;4.913;8.3521;6260;19;770;4
19267;27.77777778;3.324236341;0;0;1;0;0;0;0;1;0;0;23;5.29;12.167;27.9841;4760;16;4670;9
19280;20.08547009;2.999996672;0;0;0;1;0;0;0;1;0;0;5.5;0.3025;0.166375;0.09150625;310;1;8680;20
19281;50.96153846;3.9310712;0;0;0;0;1;0;0;1;0;0;18;3.24;5.832;10.4976;1010;3;1570;5
19290;13.46153846;2.599836616;0;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;1107;3;5590;9
19291;31.25;3.442019376;1;0;0;1;0;0;0;1;0;0;28;7.84;21.952;61.4656;3255;10;8190;18
19321;27.72727273;3.322416504;0;0;1;0;0;0;0;1;0;0;15;2.25;3.375;5.0625;7420;20;770;4
19322;24.44444444;3.196402969;0;0;0;1;0;0;0;1;0;0;27;7.29;19.683;53.1441;1460;4;3390;6
19324;20.67307692;3.028832222;0;0;0;1;0;0;0;1;0;0;35.5;12.6025;44.738875;158.8230063;7010;20;8790;21
19346;48.07692308;3.872802292;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;6440;19;490;2
19353;38.46153846;3.649658741;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;3850;12;9590;22
19388;11.53846154;2.445685937;0;0;0;1;0;0;0;1;0;0;9.5;0.9025;0.857375;0.81450625;8030;21;2880;6
19405;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;8;0.64;0.512;0.4096;2010;6;8370;18
19419;9.615384615;2.26336438;1;0;0;1;0;0;0;1;0;0;12.5;1.5625;1.953125;2.44140625;4720;16;8680;20
19434;20.19230769;3.005301725;0;0;1;0;0;0;0;1;0;0;35;12.25;42.875;150.0625;7810;21;1180;5
19444;25.64102564;3.244193633;1;0;0;1;0;0;0;1;0;0;10;1;1;1;310;1;8680;20
19450;36.05769231;3.58512022;1;0;0;1;0;0;0;1;0;0;5;0.25;0.125;0.0625;3255;10;8270;18
19474;40.86538462;3.710283363;1;0;0;1;0;0;0;1;0;0;3;0.09;0.027;0.0081;1030;3;7380;14
19478;28.84615385;3.361976669;0;0;0;0;1;0;0;1;0;0;28;7.84;21.952;61.4656;50;1;7870;17
19484;18;2.890371758;1;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;4110;13;8680;20
19492;31.53846154;3.451207802;0;0;0;0;1;0;0;1;0;0;21;4.41;9.261;19.4481;4000;13;8590;19
19497;24.72527473;3.207825989;1;0;0;1;0;0;0;1;0;0;15.5;2.4025;3.723875;5.77200625;4120;13;8660;20
19509;3.365384615;1.213542255;1;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;4520;15;8590;19
19510;13.46153846;2.599836616;1;0;0;1;0;0;0;1;0;0;37;13.69;50.653;187.4161;3500;10;8270;18
19514;18.26923077;2.905218266;1;0;1;0;0;0;0;1;0;0;35;12.25;42.875;150.0625;7750;21;3990;6
19554;14.42307692;2.668829488;0;0;1;0;0;0;0;1;0;0;13;1.69;2.197;2.8561;9620;22;7580;16
19555;21.63461538;3.074294596;0;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;1010;3;6290;10
19556;37.39316239;3.621487864;1;0;0;1;0;0;0;1;0;0;4.5;0.2025;0.091125;0.04100625;8600;21;570;3
19568;16.82692308;2.822980168;0;0;0;1;0;0;0;1;0;0;7;0.49;0.343;0.2401;8740;21;2570;6
19569;17.78846154;2.878550019;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;2000;6;8090;18
19573;36.05769231;3.58512022;0;0;0;1;0;0;0;1;0;0;15.5;2.4025;3.723875;5.77200625;7200;20;8770;21
19588;18.21862348;2.902444339;1;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;2145;7;7270;14
19589;23.07692308;3.138833117;0;0;0;0;0;1;0;1;0;0;5;0.25;0.125;0.0625;850;2;6970;12
19594;12.01923077;2.486507931;1;0;0;1;0;0;0;1;0;0;13.5;1.8225;2.460375;3.32150625;800;2;6170;10
19614;14.68531469;2.686847993;0;0;0;1;0;0;0;1;0;0;13.5;1.8225;2.460375;3.32150625;7130;20;7680;16
19615;16.82692308;2.822980168;0;0;1;0;0;0;0;1;0;0;36;12.96;46.656;167.9616;4110;13;8680;20
19616;17.30769231;2.851151045;0;0;0;0;0;1;0;1;0;0;18;3.24;5.832;10.4976;4220;14;7690;16
19617;22.72727273;3.123565645;0;0;0;0;0;1;0;1;0;0;4;0.16;0.064;0.0256;2100;7;7280;14
19618;18.07692308;2.894636157;1;0;0;0;0;1;0;1;0;0;2;0.04;0.008;0.0016;2100;7;6890;12
19628;16.02564103;2.774190004;0;0;1;0;0;0;0;1;0;0;42;17.64;74.088;311.1696;4760;16;4670;9
19633;13.94230769;2.634927936;1;0;0;0;0;1;0;1;0;0;10;1;1;1;5820;17;9370;22
19664;11.53846154;2.445685937;0;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;5610;17;4470;8
